text,label
MONTHLY RENT: The TENANT has agreed to pay a RENT of Rs.9000/- (Rupees Nine Thousand only) per month to be paid on or before 5th day of the succeeding English calendar month.,arg_val
"ELECTRICITY CHARGES: The Flat having 3 phase connection and a separate Energy meter.', 'The TENANT shall pay the electricity consumption charges directly to the concerned authorities before the due date.', 'Any charges, penalties, fees, interest etc.', 'levied by the TNEB during the Rental period shall be borne by the TENANT and shall be recovered by the LANDLORD from the Security Deposit.', 'The TENANT has to hand over the Electricity card with bills to the LANDLORD, WHILE VACATING THE SCHEDULE PREMISES.",none
:3:,none
"OTHER CHARGES: The TENANT shall bear the monthly maintenance charges, water consumption charges and any other common charges (If any) during the period of Rental Lease.', 'TENANT has to abide to the Rules and Regulations of the Association.",none
"USAGE OF THE SCHEDULE PREMISES: The TENANT shall keep the SCHEDULE PREMISES in good and tenantable condition, using the same for residential purpose only and shall hand over the same to the LANDLORD on the expiry of Rental Lease agreement in good condition.",none
"The TENANT shall not assign, transfer, sublet or part with possession of the Schedule premises or any portion thereof to anyone without the written consent of the LANDLORD.', 'The TENANT shall not make any structural alteration to the SCHEDULE PREMISES, without the written permission of the LANDLORD.",none
"Nailing and damaging the walls, spoiling the floor, windows, all Woodwork, cupboard mirrors, lofts, almirah slabs and Granite slabs of kitchen should be strictly avoided by the TENANT.', 'Any damage caused be set right at the cost of the TENANT.",none
"The electrical fixtures fitted in the SCHEDULE PREMISES by the LANDLORD (the names of the items are listed out below) have to be maintained by the TENANT and entrusted to the LANDLORD in good working condition.', 'The repair and /or - replacement cost of the electrical and plumbing items shall be borne by the TENANT during the Rental Lease",none
The following keys handed over to the TENANT on,none
Electrical Items provided in the schedule premises,none
"PARKING: The TENANT is entitled to park 1 cars & 1 2 Wheelers (1 or 2 in No.)', 'in the space provided in the Ground Floor.",none
"NOISE: The TENANT agrees not to cause or allow any noise or activity on the premises, which might disturb the atmosphere and peace of other occupants and / or neighbors Said Noise and / or Activity shall be a breach of this agreement.",none
"PROPERTY MAINTENANCE: The TENANT shall be responsible for keeping the kitchen and bathroom drains free of things that may cause clogging of the drains.', 'Repair charges, if any, due to clogging of drains, shall be borne by the TENANT.', 'Garbage and waste should be disposed of in a clean and sanitary manner.",none
"RIGHT TO INSPECT: The TENANT shall allow the LANDLORD or his / her representative for inspection of the SCHEDULE PREMISES or to make any repairs, additions, or alterations, if any, of his / her choice at reasonable time.",none
"11 .PERIODIC REVISION OF RENT: The TENANT undertake to pay the LANDLORD the enhanced rent after every 11 (Eleven) months at the rate of 10% over the then existing rate of rent, in the event of the Rental Lease getting extended after the expiry of the earlier Rental Lease period.",none
"TERMINATION : After expiry of the leasing period, this agreement is automatically renewed for a Rental Lease period of 11 (Eleven) months, written notice, intention to terminate 2 month’s rent to the LANDLORD in lieu of the notice should be paid by the TENANT, if he / she vacates, without giving notice.', 'Both parties are at liberty to terminate the lease by a clear 2 months notice in writing.",arg_notice
CHANGE OF TERMS: The terms and conditions of this agreement are subject to future change by the LANDLORD after the expiry of the agreed lease period upon a 30 day written notice setting forth such change delivered to the TENANT.,none
"VACATION OF SCHEDULE PREMISES: The premises shall be considered vacated only after all areas including storage areas are clear of all TENANTS belongings, and key and other property furnished for TENANTS use are returned to the LANDLORD.', 'If the TENANT fail to vacate all possessions on or before the termination date the TENANT shall be liable for additional rent and damages due to LANDLORD’S loss of prospective new renters.",none
The TENANT does hereby confirm having taken delivery of Schedule premises from the LANDLORD on this day.,none
SCHEDULE,none
"4/2339,Plotno:2A,PranavBhoorni,5thstreet,ShankaraPuram,Sithalapakka m,Chennai-600126",none
"IN WITNESS WHEREOF the parties to this AGREEMENT OF LEASE have set their respective hands on the date, month and year first above written in the presence of the following witnesses.",none
WITNESSES.,none
Mr.M.Santosh,none
LANDLORD,none
Mr.B.Jeyanth,none
TENANT,none
RENTAL AGREEMENT,none
This Rental Agreement is made and executed at Bangalore on this the 1st May 2005 by and between:,arg_on
"Mrs. S.Sakunthala,",arg_det
"Hno: 4E,10-12-1,",arg_det
"REDNAM ALCAZAR,",arg_det
"Opp.', 'SBI Main, Old Jail Road Jn,",arg_det
Vishakapatnam - 530020,arg_det
"Hereinafter called as the “LESSOR” (which expression shall mean and include wherever the context so requires admits his heirs, executors, representatives and assigns) of the ONE PART;",arg_det
And:,arg_det
V.V.Ravi Kian„,arg_det
"S/o V.R.G.Sastry,",arg_det
"A.S.Rao Nagar,",arg_det
Hyderabad Andhra Pradesh.-36,arg_det
"Hereinafter called the “LESSEE” (Which expression shall mean and include wherever the context so requires, admits his executors, representatives and assigns) of the OTHER PART.",none
WITNESSES AS FOLLOWS:,none
"Whereas the Lessor is the absolute owner of the Fourth Floor residential premises bearing No:407A, T.C.Palya Main Road, Ram murthy nagar, Bangalore-16, which are morefully described in the Schedule written here under and hereinafter referred to as the “Schedule Property”.",none
Whereas the Lessor has agreed to grant a lease of the said premises to the Lessee under the following terms and conditions.,none
DURATION: The duration of the Lease shall be for a period of 11 (Eleven) months commencing from 1st April 2010 and is subject to renewal thereafter under mutually agreed terms and conditions by the Lessor and the Lessee with an enhancement of 5% in the monthly rent.,arg_till
"RENT: The monthly rent payable by the Lessee to the LESSOR for the Schedule Property shall be Rs.', '9,000/- (Nine thousand and two hundred rupees only).', 'This amount shall be paid every month within tenth day of subsequent month.",arg_val
ELECTRICITY AND WATER CHARGES: The Lessee shall pay the Electricity charges to the concerned department regularly,none
INTERNAL MAINTENANCE: The Lessee shall maintain the Schedule Property in a state of good order and condition and shall not cause any damage or disfigurement to the schedule property there in always expecting fair wear and tear.,none
LIABLE FOR DAMAGES: It is agreed that any damages caused by the Lessee in the Schedule Property shall be made good by the Lessee promptly.,none
USER: The Schedule Property shall be used by the Lessee only for residential purpose and shall not use or permit the same for any business or occupation or any unlawful purpose.,none
"DEPOSIT: The Lessee has paid a sum of Rs.', '80,000/- (Rs.', 'Eighty thousand only) by way of cash as Security Deposit.', 'The same amount shall be refundable by the Lessor to the Lessee without any interest at the time of vacating the Schedule Premises.",arg_val
TERMINATION OF LEASE: Either party may give one month notice in writing to terminate this Lease agreement.,none
"Notwithstanding what is stated above, the agreement shall be revoked by the Lessor, if the Lessee is in default in the payment of the rent and/or other charges three months after the same have fallen due or if the Lessee commits breach of any terms and conditions of this agreement.",none
SCHEDULE PROPERTY,none
"Fourth Floor of the residential premises situated at HNO:407 A, T.C.', 'Palya Main Road, Ram murthy nagar, Bangalore-560037, Consisting of three Bedrooms, hall, kitchen, two attached Toilet and Bathrooms.",none
